from_country,to_country,refugees
AUS,GFR,5
AUS,MLS,5
AUS,USA,14
AZE,ARM,1961
AZE,AUL,9
AZE,AUS,265
AZE,BEL,75
AZE,BLR,5
AZE,CAN,427
AZE,CZE,18
AZE,DEN,41
AZE,EST,5
AZE,FIN,43
AZE,FRA,2886
AZE,GBR,134
AZE,GEO,6
AZE,GFR,3643
AZE,GRE,5
AZE,HRV,5
AZE,HUN,16
AZE,IRE,6
AZE,ITA,74
AZE,LTU,13
AZE,LUX,15
AZE,LVA,6
AZE,MDA,5
AZE,NET,235
AZE,NOR,27
AZE,POL,5
AZE,RUS,12
AZE,SPA,46
AZE,SWE,648
AZE,SWI,96
AZE,TKM,7
AZE,TUR,5
AZE,UKR,116
AZE,USA,386
BAH,AUL,95
BAH,CAN,59
BAH,FRA,10
BAH,GBR,168
BAH,GFR,79
BAH,ITA,5
BAH,LEB,25
BAH,NET,8
BAH,NZL,24
BAH,SWE,15
BAH,SWI,5
BAH,USA,47
BAR,CAN,200
BAR,GBR,11
BDI,ANG,18
BDI,ARE,27
BDI,ARG,5
BDI,AUL,43
BDI,AUS,18
BDI,BEL,454
BDI,BEN,5
BDI,BKF,28
BDI,BOT,50
BDI,BRA,46
BDI,CAN,2194
BDI,CAR,25
BDI,CHD,6
BDI,CHI,5
BDI,CMR,70
BDI,COB,94
BDI,COD,43010
BDI,DEN,5
BDI,ETH,62
BDI,FIN,5
BDI,FRA,834
BDI,GAB,5
BDI,GBR,50
BDI,GFR,106
BDI,GHA,12
BDI,GNB,11
BDI,GRE,30
BDI,GUI,5
BDI,HKG,11
BDI,ICO,34
BDI,IRE,16
BDI,ITA,24
BDI,JPN,9
BDI,KEN,4872
BDI,KOR,37
BDI,MLI,7
BDI,MLW,2514
BDI,MOZ,1032
BDI,NAM,246
BDI,NET,141
BDI,NOR,63
BDI,PHI,13
BDI,ROM,7
BDI,RSA,3033
BDI,RWA,68280
BDI,SEN,5
BDI,SSD,5
BDI,SUD,16
BDI,SVK,5
BDI,SWA,181
BDI,SWE,211
BDI,SWI,103
BDI,TAN,221354
BDI,TOG,5
BDI,TUR,5
BDI,UGA,32518
BDI,USA,789
BDI,ZAM,4483
BDI,ZIM,608
BEL,CAN,16
BEL,GFR,5
BEL,USA,29
BEN,ALG,5
BEN,AUS,5
BEN,BEL,30
BEN,CAN,65
BEN,FRA,49
BEN,GBR,7
BEN,GFR,82
BEN,GHA,5
BEN,IRE,5
BEN,ITA,269
BEN,NET,5
BEN,SPA,5
BEN,SWE,7
BEN,SWI,25
BEN,USA,95
BGD,ARG,5
BGD,AUL,412
BGD,AUS,308
BGD,BEL,18
BGD,BRA,11
BGD,BUL,9
BGD,CAN,1020
BGD,CYP,5
BGD,DEN,20
BGD,ECU,5
BGD,FIN,22
BGD,FRA,5631
BGD,GBR,1363
BGD,GFR,706
BGD,GRE,273
BGD,HKG,5
BGD,HRV,5
BGD,HUN,9
BGD,IRE,34
BGD,ITA,8438
BGD,JPN,27
BGD,KOR,108
BGD,MEX,5
BGD,MLS,31
BGD,MTA,9
BGD,NEP,10
BGD,NET,40
BGD,NOR,8
BGD,NRU,9
BGD,NZL,7
BGD,PER,20
BGD,PNG,20
BGD,POL,8
BGD,POR,5
BGD,ROM,5
BGD,RSA,319
BGD,RUS,5
BGD,SOM,6
BGD,SPA,20
BGD,SRB,133
BGD,SWE,230
BGD,SWI,60
BGD,TRT,10
BGD,USA,1628
BHS,CAN,231
BHS,GBR,5
BHS,ITA,5
BHS,USA,180
BHU,AUL,5
BHU,AUS,5
BHU,BRA,30
BHU,CAN,5
BHU,FRA,123
BHU,GBR,71
BHU,GFR,22
BHU,IRE,10
BHU,LUX,5
BHU,NEP,6626
BHU,NET,152
BHU,SWE,5
BHU,USA,41
BKF,AUS,9
BKF,BEL,76
BKF,BRA,5
BKF,CAN,95
BKF,FIN,5
BKF,FRA,236
BKF,GBR,7
BKF,GFR,82
BKF,GRE,15
BKF,ITA,1121
BKF,MLI,8457
BKF,MTA,5
BKF,NET,14
BKF,SWI,20
BKF,USA,1300
BLR,AUL,7
BLR,AUS,70
BLR,BEL,41
BLR,CAN,94
BLR,CZE,232
BLR,DEN,5
BLR,FIN,13
BLR,FRA,509
BLR,GBR,131
BLR,GFR,186
BLR,GRE,5
BLR,HRV,5
BLR,IRE,22
BLR,ITA,38
BLR,LTU,35
BLR,LUX,7
BLR,MNE,5
BLR,MTA,9
BLR,NET,51
BLR,PAN,7
BLR,POL,199
BLR,POR,16
BLR,SPA,13
BLR,SWE,123
BLR,SWI,46
BLR,UKR,23
BLR,USA,1634
BOL,ARG,5
BOL,AUS,11
BOL,BRA,153
BOL,CAN,43
BOL,COL,5
BOL,FRA,38
BOL,GBR,14
BOL,GFR,6
BOL,IRE,7
BOL,ITA,13
BOL,PAR,17
BOL,PER,12
BOL,SPA,9
BOL,SWE,59
BOL,URU,5
BOL,USA,105
BOT,CAN,262
BOT,GBR,22
BOT,GFR,5
BRA,AUL,5
BRA,CAN,75
BRA,ECU,5
BRA,FIN,5
BRA,FRA,15
BRA,GBR,16
BRA,GFR,32
BRA,ITA,149
BRA,PER,5
BRA,SWE,8
BRA,SWI,14
BRA,USA,709
BSN,ARG,6
BSN,AUS,94
BSN,BEL,50
BSN,BRA,5
BSN,CAN,34
BSN,CYP,15
BSN,CZE,5
BSN,DEN,5
BSN,FRA,4099
BSN,GBR,21
BSN,GFR,1473
BSN,HRV,37
BSN,ITA,657
BSN,JOR,9
BSN,LUX,7
BSN,MNE,20
BSN,NET,5
BSN,PAN,5
BSN,PER,5
BSN,POR,11
BSN,RUS,5
BSN,SRB,8271
BSN,SVK,36
BSN,SVN,8
BSN,SWE,119
BSN,SWI,1854
BSN,USA,100
BUL,BEL,14
BUL,CAN,141
BUL,FRA,70
BUL,GFR,78
BUL,NOR,8
BUL,SVK,8
BUL,SWE,16
BUL,SWI,8
BUL,USA,277
BZE,CAN,19
BZE,GBR,5
BZE,USA,44
CAM,AUL,35
CAM,BEL,8
CAM,CAN,71
CAM,CMR,5
CAM,FIN,5
CAM,FRA,11193
CAM,GFR,30
CAM,ICO,5
CAM,ITA,5
CAM,MEX,24
CAM,MLS,72
CAM,NET,17
CAM,PHI,6
CAM,SVK,5
CAM,SWI,307
CAM,THA,203
CAM,USA,148
CAN,AUS,5
CAN,GBR,10
CAN,GFR,24
CAN,USA,42
CAR,ALG,49
CAR,ANG,7
CAR,ARE,22
CAR,BDI,7
CAR,BEL,41
CAR,BEN,915
CAR,BKF,187
CAR,BRA,5
CAR,CAN,73
CAR,CHD,102087
CAR,CMR,274688
CAR,COB,24696
CAR,COD,172011
CAR,FIN,5
CAR,FRA,2962
CAR,GAB,38
CAR,GBR,10
CAR,GFR,37
CAR,GHA,117
CAR,GRE,12
CAR,GUI,37
CAR,HKG,5
CAR,ICO,462
CAR,ITA,103
CAR,MAU,558
CAR,MLI,854
CAR,MOR,408
CAR,NET,7
CAR,NGR,59
CAR,NIG,432
CAR,NOR,6
CAR,POL,5
CAR,POR,8
CAR,ROM,8
CAR,SEN,173
CAR,SPA,72
CAR,SSD,2006
CAR,SUD,6995
CAR,SWE,70
CAR,SWI,15
CAR,TOG,361
CAR,TUN,7
CAR,UGA,23
CAR,USA,215
CAY,USA,6
CHD,ALG,6
CHD,ANG,191
CHD,ARE,47
CHD,AUS,5
CHD,BEL,34
CHD,BEN,5
CHD,BKF,83
CHD,CAN,458
CHD,CAR,1695
CHD,CMR,1567
CHD,COB,36
CHD,COD,5
CHD,FRA,1604
CHD,GAB,421
CHD,GBR,41
CHD,GFR,91
CHD,GHA,31
CHD,GRE,5
CHD,IRE,5
CHD,ISR,5
CHD,ITA,456
CHD,LBY,15
CHD,MAU,5
CHD,MOR,5
CHD,MTA,8
CHD,NET,5
CHD,NGR,165
CHD,NIG,87
CHD,NOR,5
CHD,RWA,5
CHD,SAU,9
CHD,SEN,6
CHD,SUD,3373
CHD,SWE,22
CHD,SWI,46
CHD,SYR,8
CHD,TOG,17
CHD,UGA,7
CHD,UKR,7
CHD,USA,309
CHI,ALB,12
CHI,AUL,2304
CHI,AUS,610
CHI,BEL,1197
CHI,BRA,7
CHI,CAN,7192
CHI,CYP,5
CHI,CZE,20
CHI,DEN,16
CHI,ECU,12
CHI,FIN,125
CHI,FRA,5810
CHI,GBR,1465
CHI,GFR,1620
CHI,GRE,71
CHI,HUN,5
CHI,ICE,5
CHI,IND,108008
CHI,INS,12
CHI,IRE,54
CHI,ITA,184
CHI,JPN,73
CHI,KOR,43
CHI,LIE,28
CHI,LUX,5
CHI,MEX,5
CHI,MLS,27
CHI,MTA,17
CHI,NET,1106
CHI,NOR,594
CHI,NZL,192
CHI,PHI,5
CHI,POL,18
CHI,RUS,5
CHI,SAU,14
CHI,SPA,20
CHI,SVK,5
CHI,SWE,282
CHI,SWI,2957
CHI,THA,186
CHI,TUR,13
CHI,USA,77710
CHL,ARG,34
CHL,BEL,48
CHL,BOL,8
CHL,BRA,21
CHL,CAN,51
CHL,ECU,5
CHL,FRA,69
CHL,GFR,170
CHL,ITA,8
CHL,NZL,5
CHL,SWE,13
CHL,SWI,12
CHL,USA,25
CHL,VEN,10
CMR,ALG,35
CMR,ARE,5
CMR,ARG,6
CMR,AUL,30
CMR,AUS,221
CMR,BEL,404
CMR,BKF,7
CMR,BRA,61
CMR,CAN,1116
CMR,CAR,12
CMR,CHD,10
CMR,CHI,5
CMR,COB,5
CMR,CYP,59
CMR,CZE,5
CMR,DEN,6
CMR,ECU,6
CMR,FIN,91
CMR,FRA,1246
CMR,GAB,5
CMR,GBR,633
CMR,GFR,698
CMR,GHA,6
CMR,GRE,278
CMR,HUN,42
CMR,IRE,73
CMR,ITA,1802
CMR,JPN,17
CMR,KOR,20
CMR,LTU,5
CMR,LUX,12
CMR,MOR,100
CMR,MTA,10
CMR,NAM,5
CMR,NET,71
CMR,NGR,7
CMR,NIG,32751
CMR,NOR,25
CMR,NZL,5
CMR,PAN,8
CMR,PER,13
CMR,PHI,12
CMR,POL,11
CMR,POR,13
CMR,ROM,24
CMR,RSA,392
CMR,SPA,63
CMR,SUD,7
CMR,SVK,7
CMR,SVN,5
CMR,SWE,165
CMR,SWI,177
CMR,TOG,6
CMR,TUN,5
CMR,TUR,6
CMR,URU,9
CMR,USA,4300
COB,ANG,65
COB,ARE,5
COB,AUL,13
COB,AUS,122
COB,BEL,31
COB,BKF,28
COB,BRA,20
COB,BUL,9
COB,CAN,300
COB,CAR,13
COB,CHD,11
COB,CHL,8
COB,CMR,54
COB,COD,657
COB,CYP,6
COB,DEN,5
COB,ECU,5
COB,FIN,10
COB,FRA,3519
COB,GAB,85
COB,GBR,122
COB,GFR,276
COB,GHA,7
COB,GNB,5
COB,GRE,96
COB,GUI,12
COB,HRV,5
COB,HUN,14
COB,ICO,53
COB,IND,5
COB,IRE,16
COB,ITA,421
COB,KEN,59
COB,LUX,5
COB,MAU,8
COB,MCD,5
COB,MEX,20
COB,MLI,24
COB,MOR,20
COB,MOZ,15
COB,NAM,5
COB,NET,428
COB,NGR,5
COB,NIG,5
COB,NOR,6
COB,NZL,5
COB,POL,7
COB,POR,7
COB,ROM,8
COB,RSA,5273
COB,SPA,10
COB,SWA,14
COB,SWE,46
COB,SWI,58
COB,TOG,29
COB,TUR,6
COB,UGA,6
COB,UKR,18
COB,URU,5
COB,USA,1247
COB,VEN,5
COB,ZAM,7
COD,ALB,5
COD,ALG,59
COD,ANG,37077
COD,ARE,45
COD,ARG,21
COD,AUL,60
COD,AUS,401
COD,BDI,70941
COD,BEL,1015
COD,BEN,11
COD,BKF,33
COD,BOT,137
COD,BRA,1550
COD,BUL,5
COD,CAN,1846
COD,CAR,1547
COD,CHD,307
COD,CHI,5
COD,CHL,5
COD,CMR,534
COD,COB,11285
COD,COS,5
COD,CYP,21
COD,CZE,8
COD,DEN,84
COD,ETH,552
COD,FIN,135
COD,FRA,16484
COD,GAB,74
COD,GAM,48
COD,GBR,1091
COD,GFR,1650
COD,GHA,46
COD,GNB,5
COD,GRE,549
COD,GUI,38
COD,GUY,7
COD,HKG,5
COD,HUN,22
COD,ICO,120
COD,IND,43
COD,INS,5
COD,IRE,302
COD,ISR,209
COD,ITA,589
COD,JPN,20
COD,KEN,24586
COD,KOR,57
COD,LBR,10
COD,LBY,10
COD,LES,41
COD,LUX,38
COD,MAU,43
COD,MEX,63
COD,MLI,234
COD,MLW,9187
COD,MOR,183
COD,MOZ,2907
COD,MTA,5
COD,MTS,11
COD,NAM,1942
COD,NET,183
COD,NGR,74
COD,NIG,624
COD,NOR,181
COD,NZL,5
COD,PAN,5
COD,PER,5
COD,PHI,6
COD,POL,6
COD,POR,60
COD,ROM,15
COD,RSA,26263
COD,RUS,12
COD,RWA,77044
COD,SEN,10
COD,SPA,62
COD,SSD,15617
COD,SUD,154
COD,SVK,16
COD,SVN,8
COD,SWA,372
COD,SWE,917
COD,SWI,1250
COD,TAN,56561
COD,THA,21
COD,TOG,107
COD,TUR,45
COD,UGA,303092
COD,UKR,53
COD,USA,1232
COD,YEM,5
COD,ZAM,41490
COD,ZIM,6489
COI,CAN,5
COI,FRA,583
COI,GBR,5
COI,GNB,15
COI,GRE,6
COI,SWE,5
COI,USA,5
COL,ARG,547
COL,AUL,110
COL,BEL,33
COL,BHS,5
COL,BOL,213
COL,BRA,1297
COL,CAN,7356
COL,CHL,1218
COL,COS,2258
COL,CUW,53
COL,DEN,5
COL,ECU,50532
COL,FRA,527
COL,GBR,31
COL,GFR,66
COL,GUA,8
COL,ITA,450
COL,MEX,311
COL,NET,29
COL,NIC,6
COL,NOR,10
COL,NZL,26
COL,PAN,1691
COL,PAR,35
COL,PER,623
COL,POR,58
COL,SAL,5
COL,SPA,208
COL,SWE,32
COL,SWI,228
COL,TRT,15
COL,URU,149
COL,USA,3292
COL,VEN,67156
COS,ARG,5
COS,CAN,15
COS,CHL,5
COS,FRA,5
COS,ITA,6
COS,USA,171
CUB,ARG,253
CUB,AUS,12
CUB,BEL,8
CUB,BHS,9
CUB,BOL,9
CUB,BRA,199
CUB,CAN,767
CUB,CAY,29
CUB,CHL,18
CUB,COL,73
CUB,COS,378
CUB,CUW,6
CUB,CZE,61
CUB,ECU,212
CUB,ETH,5
CUB,FIN,5
CUB,FRA,179
CUB,GBR,12
CUB,GFR,93
CUB,GUY,8
CUB,HUN,82
CUB,IRE,5
CUB,ITA,207
CUB,LTU,5
CUB,MEX,79
CUB,MNE,8
CUB,NET,19
CUB,NIC,15
CUB,NOR,7
CUB,PAN,120
CUB,PAR,81
CUB,PER,676
CUB,POL,17
CUB,POR,5
CUB,SPA,885
CUB,SRB,5
CUB,STK,5
CUB,SUR,30
CUB,SVK,32
CUB,SWE,49
CUB,SWI,35
CUB,TCI,5
CUB,TRT,154
CUB,URU,15
CUB,USA,611
CUW,USA,35
CVI,GBR,5
CVI,ITA,5
CYP,CAN,7
CZE,BEL,6
CZE,CAN,414
CZE,FRA,27
CZE,GFR,752
CZE,NZL,17
CZE,SWI,5
CZE,USA,15
DJB,ARE,5
DJB,AUL,5
DJB,BEL,267
DJB,CAN,1083
DJB,ETH,79
DJB,FRA,308
DJB,GBR,5
DJB,GFR,33
DJB,SWE,22
DJB,SWI,15
DJB,USA,302
DMA,CAN,8
DMA,GBR,17
DMA,USA,11
DOM,BRA,5
DOM,CAN,124
DOM,ECU,5
DOM,FIN,5
DOM,FRA,56
DOM,GFR,8
DOM,GRE,8
DOM,ITA,20
DOM,MEX,12
DOM,PAN,5
DOM,PER,16
DOM,USA,208
ECU,ARG,16
ECU,BOL,5
ECU,BRA,57
ECU,CAN,54
ECU,CHL,23
ECU,COL,8
ECU,FIN,5
ECU,FRA,25
ECU,GBR,9
ECU,GFR,13
ECU,ITA,33
ECU,NET,8
ECU,PER,5
ECU,SWE,6
ECU,SWI,6
ECU,URU,7
ECU,USA,1144
EGU,CAN,18
EGU,FRA,32
EGU,GAB,5
EGU,GFR,23
EGU,GRE,5
EGU,ITA,14
EGU,SPA,22
EGU,SWE,5
EGU,SWI,5
EGU,USA,11
ERT,ANG,17
ERT,ARE,4340
ERT,AUL,127
ERT,AUS,362
ERT,BEL,1000
ERT,BEN,5
ERT,BOT,10
ERT,BRA,25
ERT,BUL,13
ERT,CAN,2715
ERT,CHD,11
ERT,CHI,5
ERT,COD,5
ERT,COL,5
ERT,CUB,17
ERT,CYP,53
ERT,CZE,13
ERT,DEN,4610
ERT,DJB,382
ERT,ECU,11
ERT,EST,5
ERT,ETH,173965
ERT,FIN,840
ERT,FRA,5040
ERT,GBR,13041
ERT,GFR,55334
ERT,GHA,69
ERT,GRE,935
ERT,HRV,21
ERT,HUN,48
ERT,ICE,10
ERT,ICO,5
ERT,IND,15
ERT,INS,39
ERT,IRE,47
ERT,IRQ,5
ERT,ISR,14516
ERT,ITA,6975
ERT,JOR,29
ERT,KEN,707
ERT,KOR,9
ERT,LBY,509
ERT,LEB,17
ERT,LES,5
ERT,LIE,12
ERT,LTU,40
ERT,LUX,79
ERT,LVA,37
ERT,MEX,7
ERT,MLI,5
ERT,MLS,5
ERT,MOR,9
ERT,MTA,784
ERT,NET,14931
ERT,NGR,493
ERT,NIG,29
ERT,NOR,15246
ERT,NZL,7
ERT,PHI,17
ERT,POL,31
ERT,POR,188
ERT,ROM,59
ERT,RSA,1943
ERT,RWA,5
ERT,SAU,31
ERT,SOM,50
ERT,SPA,264
ERT,SSD,83
ERT,SUD,114545
ERT,SVN,82
ERT,SWE,27653
ERT,SWI,34072
ERT,SYR,23
ERT,THA,7
ERT,TUN,5
ERT,TUR,64
ERT,UAE,5
ERT,UGA,3373
ERT,UKR,12
ERT,USA,5725
ERT,YEM,1389
ERT,ZAM,22
ERT,ZIM,16
EST,CAN,5
EST,FRA,7
EST,GFR,5
EST,USA,264
ETH,ARE,3814
ETH,ARG,5
ETH,AUL,315
ETH,AUS,218
ETH,BEL,121
ETH,BLR,5
ETH,BOT,5
ETH,BRA,27
ETH,BUL,13
ETH,CAN,1900
ETH,CHD,24
ETH,COL,17
ETH,COS,5
ETH,CUB,5
ETH,CYP,10
ETH,CZE,5
ETH,DEN,93
ETH,DJB,510
ETH,ECU,5
ETH,ERT,26
ETH,FIN,149
ETH,FRA,1423
ETH,GBR,1601
ETH,GFR,4780
ETH,GHA,7
ETH,GRE,363
ETH,HUN,37
ETH,ICO,5
ETH,IND,20
ETH,INS,160
ETH,IRE,32
ETH,ISR,95
ETH,ITA,1271
ETH,JOR,10
ETH,JPN,28
ETH,KEN,18115
ETH,KOR,147
ETH,LBY,19
ETH,LEB,39
ETH,LES,10
ETH,LTU,5
ETH,LUX,43
ETH,MAU,6
ETH,MEX,5
ETH,MLS,10
ETH,MLW,5
ETH,MOZ,7
ETH,MTA,174
ETH,NET,524
ETH,NGR,48
ETH,NIG,6
ETH,NOR,1951
ETH,NZL,10
ETH,PER,5
ETH,PHI,5
ETH,POL,5
ETH,POR,6
ETH,ROM,7
ETH,RSA,17726
ETH,RWA,5
ETH,SOM,3981
ETH,SPA,53
ETH,SRB,5
ETH,SSD,4203
ETH,SUD,6045
ETH,SWA,9
ETH,SWE,2360
ETH,SWI,1563
ETH,SYR,17
ETH,THA,13
ETH,TUR,73
ETH,UAE,10
ETH,UGA,1708
ETH,UKR,28
ETH,USA,9635
ETH,YEM,6448
ETH,ZAM,27
ETH,ZIM,67
FIJ,AUL,400
FIJ,CAN,54
FIJ,GBR,8
FIJ,NZL,28
FIJ,USA,185
FIN,USA,5
FRA,CAN,10
FRA,GFR,15
FRA,SWE,5
FRA,SWI,5
FRA,USA,24
GAB,AUS,5
GAB,BEL,16
GAB,CAN,36
GAB,FRA,179
GAB,GBR,5
GAB,GFR,10
GAB,ITA,37
GAB,LUX,5
GAB,USA,49
GAM,AUL,7
GAM,AUS,138
GAM,BEL,15
GAM,BRA,6
GAM,CAN,91
GAM,CYP,5
GAM,DEN,5
GAM,FIN,30
GAM,FRA,286
GAM,GBR,1308
GAM,GFR,899
GAM,GNB,6
GAM,GRE,28
GAM,GUI,7
GAM,ITA,12549
GAM,LUX,6
GAM,MOR,5
GAM,MTA,27
GAM,NET,34
GAM,NOR,17
GAM,PER,5
GAM,POR,5
GAM,SEN,10
GAM,SPA,17
GAM,SWE,158
GAM,SWI,52
GAM,USA,1521
GAZ,ALB,14
GAZ,ALG,4013
GAZ,ARE,70021
GAZ,ARG,16
GAZ,ARM,7
GAZ,AUL,458
GAZ,AZE,5
GAZ,BEL,117
GAZ,BRA,545
GAZ,BSN,5
GAZ,CAN,1120
GAZ,CHI,13
GAZ,CHL,15
GAZ,CUB,6
GAZ,CYP,1997
GAZ,DEN,20
GAZ,ECU,7
GAZ,FRA,940
GAZ,GBR,536
GAZ,GHA,14
GAZ,GRE,1290
GAZ,HRV,5
GAZ,HUN,93
GAZ,ICE,18
GAZ,IND,73
GAZ,INS,367
GAZ,IRE,78
GAZ,IRQ,7944
GAZ,ITA,1049
GAZ,KOR,5
GAZ,KUW,5
GAZ,LBY,4555
GAZ,LKA,9
GAZ,LVA,5
GAZ,MAU,29
GAZ,MDA,5
GAZ,MEX,5
GAZ,MLS,226
GAZ,MOR,84
GAZ,MTA,70
GAZ,NET,162
GAZ,NIG,10
GAZ,NZL,16
GAZ,PAK,21
GAZ,PER,37
GAZ,PHI,55
GAZ,POL,17
GAZ,POR,5
GAZ,ROM,53
GAZ,RSA,38
GAZ,RUS,12
GAZ,SAU,9
GAZ,SOM,19
GAZ,SPA,1051
GAZ,SUD,54
GAZ,SVK,7
GAZ,SVN,12
GAZ,SWE,1060
GAZ,THA,377
GAZ,TUN,37
GAZ,TUR,1226
GAZ,UAE,5
GAZ,UKR,18
GAZ,USA,5
GAZ,VEN,7
GAZ,YEM,619
GAZ,ZAM,12
GBR,AUL,5
GBR,CAN,11
GBR,GFR,15
GBR,MLS,5
GBR,SWE,7
GBR,SWI,5
GBR,USA,36
GEO,ARG,5
GEO,ARM,8
GEO,AUL,16
GEO,AUS,478
GEO,BEL,49
GEO,BLR,59
GEO,BRA,10
GEO,CAN,345
GEO,CYP,85
GEO,CZE,16
GEO,DEN,5
GEO,EST,5
GEO,FIN,5
GEO,FRA,3233
GEO,GBR,68
GEO,GFR,633
GEO,GRE,267
GEO,HRV,5
GEO,HUN,62
GEO,ICE,5
GEO,IRE,66
GEO,ISR,5
