from_country,to_country,refugees
AFG,AUL,5518
AFG,AUS,7359
AFG,AZE,718
AFG,BEL,501
AFG,BLR,417
AFG,BRA,22
AFG,BUL,2048
AFG,CAN,2727
AFG,CHI,7
AFG,CHL,12
AFG,CYP,7
AFG,CZE,224
AFG,DEN,4467
AFG,ECU,114
AFG,EST,12
AFG,FIN,807
AFG,FRA,1790
AFG,GBR,23406
AFG,GEO,5
AFG,GFR,30404
AFG,GRE,96
AFG,HKG,6
AFG,HRV,5
AFG,HUN,1767
AFG,ICE,6
AFG,IND,9094
AFG,INS,259
AFG,IRE,157
AFG,IRN,1027577
AFG,ITA,3665
AFG,JOR,15
AFG,JPN,54
AFG,KAZ,593
AFG,KGZ,415
AFG,KOR,7
AFG,LEB,9
AFG,LTU,108
AFG,LVA,19
AFG,MDA,13
AFG,MLS,430
AFG,MOR,8
AFG,MTA,8
AFG,NET,6731
AFG,NOR,5396
AFG,NZL,172
AFG,PAK,1899842
AFG,POL,76
AFG,POR,6
AFG,ROM,75
AFG,RSA,18
AFG,RUS,1953
AFG,SPA,59
AFG,SVK,135
AFG,SVN,6
AFG,SWE,4150
AFG,SWI,1929
AFG,SYR,1611
AFG,TJK,3126
AFG,TKM,30
AFG,TUR,1491
AFG,UAE,5
AFG,UKR,1339
AFG,USA,1364
AFG,UZB,304
AFG,VEN,5
ALB,ARG,27
ALB,AUL,46
ALB,AUS,180
ALB,BEL,216
ALB,BUL,10
ALB,CAN,2166
ALB,CZE,12
ALB,DEN,56
ALB,ECU,6
ALB,FIN,19
ALB,FRA,1556
ALB,GBR,1479
ALB,GFR,2275
ALB,HUN,5
ALB,ICE,12
ALB,IRE,180
ALB,ITA,177
ALB,MEX,5
ALB,NET,36
ALB,NOR,57
ALB,NZL,5
ALB,SPA,14
ALB,SWE,166
ALB,SWI,62
ALB,USA,6004
ALG,ARE,5
ALG,ARG,45
ALG,AUL,20
ALG,AUS,33
ALG,BEL,35
ALG,BRA,7
ALG,BUL,21
ALG,CAN,877
ALG,CYP,5
ALG,DEN,13
ALG,FIN,27
ALG,FRA,1189
ALG,GBR,946
ALG,GFR,2283
ALG,GRE,7
ALG,HUN,37
ALG,IRE,164
ALG,ITA,61
ALG,KOR,5
ALG,LBY,6
ALG,LEB,5
ALG,NET,77
ALG,NOR,69
ALG,NZL,28
ALG,PAK,35
ALG,SEN,9
ALG,SPA,57
ALG,SWE,86
ALG,SWI,204
ALG,TUN,21
ALG,USA,283
ALG,YEM,5
AND,USA,5
ANG,ALG,5
ANG,ARG,14
ANG,AUL,5
ANG,AUS,173
ANG,BEL,117
ANG,BEN,5
ANG,BOT,512
ANG,BRA,1686
ANG,BUL,5
ANG,CAN,1030
ANG,CAR,11
ANG,CMR,19
ANG,COB,828
ANG,COD,79617
ANG,COL,5
ANG,CZE,23
ANG,DEN,9
ANG,FIN,206
ANG,FRA,3097
ANG,GAB,71
ANG,GBR,2590
ANG,GFR,3321
ANG,HUN,17
ANG,IRE,355
ANG,ITA,95
ANG,MEX,5
ANG,MOR,5
ANG,MOZ,6
ANG,NAM,5904
ANG,NET,1930
ANG,NIG,7
ANG,NOR,168
ANG,POR,5
ANG,RSA,5808
ANG,RUS,18
ANG,RWA,5
ANG,SPA,29
ANG,SWA,95
ANG,SWE,108
ANG,SWI,1440
ANG,UKR,31
ANG,USA,201
ANG,ZAM,25265
ANG,ZIM,5
ANT,CAN,28
ARE,ALB,5
ARE,AUL,350
ARE,AUS,40
ARE,BEL,9
ARE,BRA,5
ARE,BUL,5
ARE,CAN,573
ARE,CYP,48
ARE,FRA,136
ARE,GBR,49
ARE,GFR,875
ARE,GRE,5
ARE,HKG,6
ARE,HUN,12
ARE,IRE,28
ARE,ITA,23
ARE,JOR,21
ARE,KEN,5
ARE,LBY,5
ARE,LEB,9
ARE,MTA,5
ARE,NET,46
ARE,NOR,10
ARE,NZL,11
ARE,ROM,10
ARE,RUS,9
ARE,SPA,7
ARE,SWE,112
ARE,SWI,43
ARE,SYR,14
ARE,TUR,6
ARE,USA,4407
ARE,YEM,14
ARG,BRA,11
ARG,CAN,363
ARG,ECU,5
ARG,GFR,32
ARG,SWE,5
ARG,USA,137
ARM,ARG,122
ARM,AUL,7
ARM,AUS,855
ARM,AZE,5
ARM,BEL,61
ARM,BLR,5
ARM,BRA,5
ARM,BUL,32
ARM,CAN,179
ARM,CYP,23
ARM,CZE,79
ARM,DEN,72
ARM,ECU,5
ARM,FIN,13
ARM,FRA,3073
ARM,GBR,20
ARM,GFR,3918
ARM,GRE,5
ARM,HUN,109
ARM,ICE,5
ARM,IRE,43
ARM,ITA,71
ARM,LIE,16
ARM,LTU,5
ARM,MDA,26
ARM,NET,1082
ARM,NOR,59
ARM,POL,24
ARM,SPA,105
ARM,SVK,10
ARM,SWE,599
ARM,SWI,81
ARM,TKM,5
ARM,UKR,198
ARM,USA,6636
AUL,CAN,5
AUL,GFR,33
AUS,SWI,5
AUS,USA,5
AZE,ARM,2347
AZE,AUL,5
AZE,AUS,381
AZE,BEL,26
AZE,BLR,25
AZE,BUL,5
AZE,CAN,714
AZE,CZE,24
AZE,DEN,130
AZE,FIN,53
AZE,FRA,2239
AZE,GBR,75
AZE,GFR,6326
AZE,GRE,13
AZE,HUN,5
AZE,IRE,26
AZE,ITA,41
AZE,LTU,5
AZE,LVA,5
AZE,MDA,10
AZE,NET,1887
AZE,NOR,68
AZE,POL,10
AZE,RUS,17
AZE,SPA,34
AZE,SWE,781
AZE,SWI,64
AZE,TKM,24
AZE,UKR,175
AZE,USA,1236
AZE,UZB,5
BAH,AUL,22
BAH,CAN,5
BAH,GFR,37
BAH,USA,17
BAR,CAN,29
BDI,ANG,14
BDI,ARE,41
BDI,ARG,6
BDI,AUL,31
BDI,AUS,24
BDI,BEL,255
BDI,BEN,23
BDI,BKF,61
BDI,BOT,61
BDI,BRA,33
BDI,BUL,5
BDI,CAN,1968
BDI,CAR,26
BDI,CMR,259
BDI,COB,70
BDI,COD,12845
BDI,DEN,114
BDI,ETH,79
BDI,FIN,5
BDI,FRA,320
BDI,GAB,31
BDI,GBR,1791
BDI,GFR,138
BDI,GNB,5
BDI,GRE,6
BDI,GUI,7
BDI,ICO,36
BDI,IRE,42
BDI,ITA,11
BDI,JPN,7
BDI,KEN,765
BDI,MLI,53
BDI,MLW,1287
BDI,MOZ,934
BDI,NAM,178
BDI,NET,2223
BDI,NIG,6
BDI,NOR,414
BDI,RSA,2412
BDI,RWA,341
BDI,SEN,51
BDI,SPA,5
BDI,SWA,170
BDI,SWE,1292
BDI,SWI,81
BDI,SYR,6
BDI,TAN,47350
BDI,TOG,9
BDI,TUN,5
BDI,UGA,4950
BDI,UKR,7
BDI,USA,474
BDI,ZAM,2175
BDI,ZIM,551
BEL,CAN,16
BEL,GFR,6
BEL,IRE,11
BEL,SWE,15
BEL,USA,32
BEN,AUS,5
BEN,BDI,6
BEN,CAN,61
BEN,FRA,16
BEN,GBR,9
BEN,GFR,181
BEN,IRE,5
BEN,ITA,38
BEN,MLI,9
BEN,NET,13
BEN,NOR,5
BEN,SWE,5
BEN,SWI,24
BEN,USA,61
BGD,ARG,9
BGD,AUL,252
BGD,AUS,64
BGD,BEL,10
BGD,BUL,15
BGD,CAN,2213
BGD,DEN,9
BGD,FIN,42
BGD,FRA,2268
BGD,GBR,1567
BGD,GFR,935
BGD,GRE,14
BGD,IRE,23
BGD,ITA,641
BGD,JPN,12
BGD,KOR,48
BGD,MEX,5
BGD,MLS,13
BGD,MTA,5
BGD,NET,31
BGD,NOR,25
BGD,NZL,7
BGD,RSA,82
BGD,RUS,5
BGD,SOM,5
BGD,SPA,11
BGD,SWE,285
BGD,SWI,54
BGD,UKR,8
BGD,USA,1388
BHS,CAN,5
BHS,USA,12
BHU,BRA,7
BHU,CAN,18
BHU,DEN,5
BHU,FRA,52
BHU,GBR,68
BHU,GFR,83
BHU,IRE,12
BHU,MLS,5
BHU,NEP,74536
BHU,NET,155
BHU,NOR,13
BHU,SWE,9
BHU,USA,99
BKF,AUS,7
BKF,BEL,24
BKF,CAN,140
BKF,CAR,5
BKF,FRA,63
BKF,GBR,5
BKF,GFR,208
BKF,ICO,5
BKF,ITA,301
BKF,LBR,5
BKF,NET,8
BKF,NOR,5
BKF,SPA,7
BKF,SWE,5
BKF,SWI,10
BKF,USA,343
BLR,AUL,16
BLR,AUS,96
BLR,BEL,76
BLR,CAN,327
BLR,COS,8
BLR,CZE,267
BLR,DEN,26
BLR,EST,5
BLR,FIN,39
BLR,FRA,441
BLR,GBR,102
BLR,GFR,1842
BLR,IRE,60
BLR,ITA,16
BLR,LTU,11
BLR,LVA,7
BLR,NET,109
BLR,NOR,62
BLR,NZL,5
BLR,PAN,7
BLR,POL,177
BLR,POR,13
BLR,SPA,31
BLR,SWE,209
BLR,SWI,29
BLR,UKR,21
BLR,USA,1733
BOL,ARG,5
BOL,AUS,15
BOL,BEL,5
BOL,BRA,119
BOL,CAN,165
BOL,COS,8
BOL,FIN,15
BOL,FRA,37
BOL,GBR,15
BOL,GFR,28
BOL,ITA,5
BOL,SPA,5
BOL,SWE,49
BOL,SWI,11
BOL,USA,107
BOT,CAN,38
BOT,GBR,8
BOT,GFR,5
BOT,USA,5
BRA,AUL,8
BRA,CAN,168
BRA,FRA,8
BRA,GBR,8
BRA,GFR,143
BRA,IRE,5
BRA,ITA,11
BRA,NET,5
BRA,SWI,7
BRA,USA,628
BSN,ARG,6
BSN,AUL,6
BSN,AUS,211
BSN,BEL,67
BSN,BRA,5
BSN,BUL,35
BSN,CAN,104
BSN,CYP,15
BSN,CZE,11
BSN,DEN,1064
BSN,FIN,96
BSN,FRA,4083
BSN,GBR,47
BSN,GFR,24622
BSN,HRV,668
BSN,HUN,5
BSN,IRE,13
BSN,ITA,105
BSN,JOR,12
BSN,MCD,21
BSN,MNE,3858
BSN,NET,571
BSN,NOR,161
BSN,PAN,5
BSN,PER,6
BSN,RSA,27
BSN,SRB,21047
BSN,SVN,142
BSN,SWE,2341
BSN,SWI,3370
BSN,USA,272
BUL,AUL,5
BUL,AUS,5
BUL,BEL,24
BUL,CAN,1119
BUL,COS,13
BUL,CZE,25
BUL,FIN,5
BUL,FRA,84
BUL,GBR,11
BUL,GFR,192
BUL,IRE,44
BUL,NET,5
BUL,NOR,12
BUL,NZL,7
BUL,PER,5
BUL,SWE,29
BUL,SWI,12
BUL,USA,961
BZE,CAN,5
BZE,USA,16
CAM,AUL,16
CAM,BEL,13
CAM,CAN,161
CAM,CMR,5
CAM,DEN,5
CAM,FIN,7
CAM,FRA,12956
CAM,GFR,157
CAM,ICO,25
CAM,IRE,14
CAM,JPN,73
CAM,MLS,39
CAM,NET,31
CAM,NOR,7
CAM,NZL,10
CAM,SRV,1928
CAM,SWE,7
CAM,SWI,398
CAM,THA,30
CAM,USA,426
CAN,GFR,46
CAN,USA,40
CAR,ANG,6
CAR,BEL,18
CAR,BEN,11
CAR,BRA,5
CAR,CAN,60
CAR,CHD,69428
CAR,CMR,89927
CAR,COB,94
CAR,COD,706
CAR,FRA,577
CAR,GAB,5
CAR,GBR,5
CAR,GFR,14
CAR,GRE,9
CAR,ICO,14
CAR,IRE,9
CAR,ITA,13
CAR,MAU,12
CAR,MLI,7
CAR,MOR,5
CAR,NET,6
CAR,NGR,5
CAR,NIG,7
CAR,SUD,3686
CAR,SWI,7
CAR,TOG,11
CAR,TUN,5
CAR,UGA,9
CAR,USA,241
CHD,ANG,148
CHD,ARE,22
CHD,AUS,5
CHD,BEL,49
CHD,BEN,214
CHD,BKF,170
CHD,CAN,617
CHD,CAR,1198
CHD,CMR,8492
CHD,COB,40
CHD,FRA,1026
CHD,GAB,991
CHD,GBR,40
CHD,GFR,53
CHD,GHA,5
CHD,ICO,47
CHD,IRE,12
CHD,ITA,61
CHD,LBY,20
CHD,MAU,5
CHD,MLI,46
CHD,MOR,5
CHD,NET,19
CHD,NGR,140
CHD,NIG,178
CHD,NOR,5
CHD,RWA,7
CHD,SEN,22
CHD,SUD,39578
CHD,SWE,8
CHD,SWI,46
CHD,TOG,15
CHD,UGA,5
CHD,UKR,7
CHD,USA,417
CHI,ALB,6
CHI,AUL,2201
CHI,AUS,225
CHI,BEL,441
CHI,CAN,16451
CHI,CYP,5
CHI,CZE,10
CHI,DEN,65
CHI,ECU,13
CHI,FIN,55
CHI,FRA,1002
CHI,GBR,2242
CHI,GFR,3752
CHI,GRE,5
CHI,HUN,20
CHI,IND,100003
CHI,INS,5
CHI,IRE,100
CHI,ITA,69
CHI,JPN,69
CHI,KAZ,19
CHI,KGZ,5
CHI,KOR,17
CHI,MEX,5
CHI,MLS,54
CHI,MNG,12
CHI,MTA,5
CHI,NET,938
CHI,NOR,407
CHI,NZL,130
CHI,POL,7
CHI,ROM,5
CHI,RUS,5
CHI,SAU,14
CHI,SPA,12
CHI,SVK,5
CHI,SWE,148
CHI,SWI,1400
CHI,THA,61
CHI,TUR,5
CHI,UKR,5
CHI,USA,54598
CHI,VEN,5
CHL,ARG,336
CHL,BEL,59
CHL,BOL,8
CHL,BRA,21
CHL,CAN,162
CHL,ECU,5
CHL,GFR,423
CHL,ITA,5
CHL,NZL,6
CHL,SWE,42
CHL,SWI,15
CHL,USA,81
CMR,ALG,6
CMR,ARG,7
CMR,AUL,51
CMR,AUS,199
CMR,BEL,266
CMR,BEN,12
CMR,BKF,8
CMR,BRA,6
CMR,BUL,5
CMR,CAN,746
CMR,CHD,5
CMR,COD,5
CMR,CYP,7
CMR,CZE,6
CMR,DEN,11
CMR,FIN,51
CMR,FRA,655
CMR,GBR,904
CMR,GFR,1236
CMR,GHA,5
CMR,GRE,5
CMR,HUN,46
CMR,IRE,171
CMR,ITA,514
CMR,KOR,6
CMR,LTU,5
CMR,MAU,5
CMR,MEX,10
CMR,MLI,20
CMR,MOR,8
CMR,NET,213
CMR,NGR,5
CMR,NIG,1998
CMR,NOR,34
CMR,NZL,5
CMR,PAN,5
CMR,POL,8
CMR,POR,5
CMR,ROM,13
CMR,RSA,134
CMR,SEN,11
CMR,SPA,14
CMR,SVK,5
